coder,doi,aim,performance.type,group,variable,value,section,BLOC,existence,fulfillment
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,1,development.category,Scaffolds,Abstract,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,1,development.category,non-specified barrier to scale,Abstract,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,opportunity.type,the Environment,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,env.opps,Land Use or Land Change,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,env.opps,Climate Change Impacts,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,env.opps,Pollution,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,env.opps,Non-specified,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,pollution,Air,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,Human.opps,Economic - (includes energy efficiency),Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,Health.opps,Increasing Food Security,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,2,Health.opps,Non-specified,Introduction,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,3,develop.or.adopt,Development,Introduction,Barrier,1,NA
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,3,development.category,non-Nutritious,Introduction,Barrier,1,NA
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,3,development.category,Poor Sensory Attribute,Introduction,Barrier,1,NA
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,3,senses.dev,not specified sensory attribute,Introduction,Barrier,1,NA
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,4,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,4,development.category,Scaffolds,Introduction,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,4,development.category,non-specified barrier to scale,Introduction,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,5,develop.or.adopt,Development,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,5,development.category,Scaffolds,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,5,development.category,Process and Bioreactors,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,5,development.category,non-specified barrier to scale,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,develop.or.adopt,Development,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,develop.or.adopt,Adoption,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,development.category,Scaffolds,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,development.category,Media and Ingredients,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,development.category,non-Nutritious,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,development.category,Poor Sensory Attribute,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,development.category,non-specified barrier to scale,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,senses.dev,Taste,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,senses.dev,Texture,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,6,ingredients,Economical Ingredients,Discussion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,7,develop.or.adopt,Development,Conclusion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,7,develop.or.adopt,Development,Conclusion,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,7,development.category,non-specified barrier to scale,Conclusion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,7,development.category,non-specified barrier to scale,Conclusion,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,7,opportunity.type,Humans,Conclusion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,7,opportunity.type,Humans,Conclusion,Opportunity,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,7,Human.opps,Economic - (includes energy efficiency),Conclusion,Barrier,1,0.5
Chris,10.1016/j.biomaterials.2022.121669,Scaffolding,,7,Human.opps,Economic - (includes energy efficiency),Conclusion,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,1,opportunity.type,the Environment,Abstract,Opportunity,1,0
Chris,10.1080/22041451.2024.2324405,Education,,1,env.opps,Climate Change Impacts,Abstract,Opportunity,1,0
Chris,10.1080/22041451.2024.2324405,Education,,2,develop.or.adopt,Adoption,Abstract,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,2,adoption.category,Public Distrust,Abstract,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,2,distrust.sources,Other (write),Abstract,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,2,distrust.sources_13_TEXT,Concerns of Edibility,Abstract,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,3,opportunity.type,the Environment,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,3,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,3,env.opps,Climate Change Impacts,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,3,Human.opps,Economic - (includes energy efficiency),Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,4,develop.or.adopt,Development,Introduction,Barrier,-1,1
Chris,10.1080/22041451.2024.2324405,Education,,4,development.category,Poor Sensory Attribute,Introduction,Barrier,-1,1
Chris,10.1080/22041451.2024.2324405,Education,,4,senses.dev,Taste,Introduction,Barrier,-1,1
Chris,10.1080/22041451.2024.2324405,Education,,5,opportunity.type,the Environment,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,5,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,5,env.opps,Non-specified,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,5,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,5,Human.opps,Location Dependency,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,5,Health.opps,Increasing Food Security,Introduction,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,6,section_9_TEXT,Literature Review,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,6,develop.or.adopt,Adoption,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,6,adoption.category,Regulations,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,6,adoption.category,Public Distrust,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,6,distrust.sources,it being unfamiliar,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,6,distrust.sources,The way it is Framed,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,6,distrust.sources,Unnatural perceptions,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,6,distrust.sources,Disgust reactions,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,7,section_9_TEXT,Literature Review,Other (Write),Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,7,opportunity.type,the Environment,Other (Write),Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,7,opportunity.type,Livestock,Other (Write),Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,7,opportunity.type,Humans,Other (Write),Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,7,env.opps,Non-specified,Other (Write),Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,7,Human.opps,Public Health,Other (Write),Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,7,Health.opps,Increasing Food Security,Other (Write),Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,7,Health.opps,Non-specified,Other (Write),Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,8,section_9_TEXT,Literature Review,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,8,develop.or.adopt,Adoption,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,8,adoption.category,Public Distrust,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,8,distrust.sources,it being unfamiliar,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,8,distrust.sources,The way it is Framed,Other (Write),Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,9,opportunity.type,Humans,Discussion,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,9,Human.opps,Public Health,Discussion,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,9,Health.opps,Increasing Food Security,Discussion,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,10,develop.or.adopt,Adoption,Discussion,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,10,adoption.category,Public Distrust,Discussion,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,10,distrust.sources,Non-specified concerns,Discussion,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,10,distrust.sources,Other (write),Discussion,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,10,distrust.sources_13_TEXT,Distrust Regulators,Discussion,Barrier,1,NA
Chris,10.1080/22041451.2024.2324405,Education,,11,opportunity.type,the Environment,Conclusion,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,11,opportunity.type,Humans,Conclusion,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,11,env.opps,Non-specified,Conclusion,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,11,Human.opps,Economic - (includes energy efficiency),Conclusion,Opportunity,1,0.5
Chris,10.1080/22041451.2024.2324405,Education,,12,develop.or.adopt,Adoption,Conclusion,Barrier,1,-0.5
Chris,10.1080/22041451.2024.2324405,Education,,12,adoption.category,Public Distrust,Conclusion,Barrier,1,-0.5
Chris,10.1080/22041451.2024.2324405,Education,,12,distrust.sources,Non-specified concerns,Conclusion,Barrier,1,-0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Development,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,develop.or.adopt,Adoption,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,Barrier,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,equence,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,,1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,"Barrier,Consequence",1,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,equence,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,"Barrier,Consequence",0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,Barrier,0.5,0.5
Chris,10.3390/foods12142645,Regulations,,1,adoption.category,Public Distrust,Abstract,Barrier,0.5,0.5
